Line,Column,Level,Category,Name,CWEs,,,,,,,,
6263,5,2,buffer,memcpy,CWE-120,,,,,,,,
6266,5,2,buffer,memcpy,CWE-120,,,,,,,,
1033,16,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
303,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
304,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5455,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
6085,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
24004,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
225,5,2,buffer,memcpy,CWE-120,,,,,,,,
218,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
219,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
220,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1101,2,2,buffer,memcpy,CWE-120,,,,,,,,
1156,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1553,4,2,buffer,memcpy,CWE-120,,,,,,,,
2455,4,2,buffer,memcpy,CWE-120,,,,,,,,
2569,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2601,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2686,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
4977,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
98,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
101,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
541,21,2,buffer,memcpy,CWE-120,,,,,,,,
48,22,2,buffer,memcpy,CWE-120,,,,,,,,
68,3,2,buffer,memcpy,CWE-120,,,,,,,,
135,5,2,buffer,memcpy,CWE-120,,,,,,,,
252,5,2,buffer,memcpy,CWE-120,,,,,,,,
342,7,2,buffer,memcpy,CWE-120,,,,,,,,
343,7,2,buffer,memcpy,CWE-120,,,,,,,,
390,7,2,buffer,memcpy,CWE-120,,,,,,,,
474,7,2,buffer,memcpy,CWE-120,,,,,,,,
1078,5,2,buffer,memcpy,CWE-120,,,,,,,,
1124,5,2,buffer,memcpy,CWE-120,,,,,,,,
2886,9,2,buffer,memcpy,CWE-120,,,,,,,,
162,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
181,2,2,buffer,memcpy,CWE-120,,,,,,,,
254,4,2,buffer,memcpy,CWE-120,,,,,,,,
283,4,2,buffer,memcpy,CWE-120,,,,,,,,
253,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
254,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
261,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
269,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
281,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
282,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
289,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
152,5,2,buffer,memcpy,CWE-120,,,,,,,,
154,5,2,buffer,memcpy,CWE-120,,,,,,,,
156,5,2,buffer,memcpy,CWE-120,,,,,,,,
158,5,2,buffer,memcpy,CWE-120,,,,,,,,
172,9,2,buffer,memcpy,CWE-120,,,,,,,,
173,9,2,buffer,memcpy,CWE-120,,,,,,,,
174,9,2,buffer,memcpy,CWE-120,,,,,,,,
186,5,2,buffer,memcpy,CWE-120,,,,,,,,
187,5,2,buffer,memcpy,CWE-120,,,,,,,,
206,5,2,buffer,memcpy,CWE-120,,,,,,,,
207,5,2,buffer,memcpy,CWE-120,,,,,,,,
230,5,2,buffer,memcpy,CWE-120,,,,,,,,
233,5,2,buffer,memcpy,CWE-120,,,,,,,,
323,5,2,buffer,memcpy,CWE-120,,,,,,,,
326,5,2,buffer,memcpy,CWE-120,,,,,,,,
439,5,2,buffer,memcpy,CWE-120,,,,,,,,
442,5,2,buffer,memcpy,CWE-120,,,,,,,,
855,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2411,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
6076,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
6251,5,2,buffer,memcpy,CWE-120,,,,,,,,
10604,9,2,buffer,memcpy,CWE-120,,,,,,,,
10613,9,2,buffer,memcpy,CWE-120,,,,,,,,
11307,25,2,buffer,memcpy,CWE-120,,,,,,,,
11309,25,2,buffer,memcpy,CWE-120,,,,,,,,
11315,21,2,buffer,memcpy,CWE-120,,,,,,,,
11317,21,2,buffer,memcpy,CWE-120,,,,,,,,
11507,25,2,buffer,memcpy,CWE-120,,,,,,,,
209,5,2,buffer,memcpy,CWE-120,,,,,,,,
5046,21,2,buffer,memcpy,CWE-120,,,,,,,,
5061,21,2,buffer,memcpy,CWE-120,,,,,,,,
5062,21,2,buffer,memcpy,CWE-120,,,,,,,,
5076,21,2,buffer,memcpy,CWE-120,,,,,,,,
5092,21,2,buffer,memcpy,CWE-120,,,,,,,,
5107,21,2,buffer,memcpy,CWE-120,,,,,,,,
5108,21,2,buffer,memcpy,CWE-120,,,,,,,,
4315,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
562,6,2,buffer,memcpy,CWE-120,,,,,,,,
246,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
363,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
468,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
463,2,2,buffer,memcpy,CWE-120,,,,,,,,
464,2,2,buffer,memcpy,CWE-120,,,,,,,,
793,4,2,buffer,memcpy,CWE-120,,,,,,,,
832,3,2,buffer,memcpy,CWE-120,,,,,,,,
833,3,2,buffer,memcpy,CWE-120,,,,,,,,
835,3,2,buffer,memcpy,CWE-120,,,,,,,,
925,9,2,buffer,memcpy,CWE-120,,,,,,,,
504,4,2,buffer,memcpy,CWE-120,,,,,,,,
2761,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1105,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
958,18,2,misc,open,CWE-362,,,,,,,,
2864,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5487,39,2,misc,open,CWE-362,,,,,,,,
5512,51,2,misc,open,CWE-362,,,,,,,,
5558,80,2,misc,open,CWE-362,,,,,,,,
6392,76,2,misc,open,CWE-362,,,,,,,,
6448,84,2,misc,open,CWE-362,,,,,,,,
7672,5,2,buffer,memcpy,CWE-120,,,,,,,,
1004,25,2,buffer,memcpy,CWE-120,,,,,,,,
1080,7,2,buffer,memcpy,CWE-120,,,,,,,,
1094,7,2,buffer,memcpy,CWE-120,,,,,,,,
1203,5,2,buffer,memcpy,CWE-120,,,,,,,,
1217,5,2,buffer,memcpy,CWE-120,,,,,,,,
1233,7,2,buffer,memcpy,CWE-120,,,,,,,,
1396,5,2,buffer,memcpy,CWE-120,,,,,,,,
1410,5,2,buffer,memcpy,CWE-120,,,,,,,,
1424,5,2,buffer,memcpy,CWE-120,,,,,,,,
1439,7,2,buffer,memcpy,CWE-120,,,,,,,,
1533,9,2,buffer,memcpy,CWE-120,,,,,,,,
1604,9,2,buffer,memcpy,CWE-120,,,,,,,,
205,3,2,buffer,memcpy,CWE-120,,,,,,,,
235,3,2,buffer,memcpy,CWE-120,,,,,,,,
736,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1132,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
26,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
43,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
351,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
454,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
461,9,2,buffer,memcpy,CWE-120,,,,,,,,
462,9,2,buffer,memcpy,CWE-120,,,,,,,,
519,9,2,buffer,memcpy,CWE-120,,,,,,,,
548,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
970,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
971,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
73,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
178,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
601,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
720,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
314,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
451,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
792,3,2,buffer,memcpy,CWE-120,,,,,,,,
793,3,2,buffer,memcpy,CWE-120,,,,,,,,
887,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1375,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
757,9,2,buffer,memcpy,CWE-120,,,,,,,,
761,9,2,buffer,memcpy,CWE-120,,,,,,,,
18982,25,2,buffer,memcpy,CWE-120,,,,,,,,
277,2,2,buffer,char,CWE-119!/CWE-120,,e0856ae08a3d24e4353e8468a9b3b3c1d8690b5eace2b6179788ac772d964ead,,,,,,
743,2,2,buffer,char,CWE-119!/CWE-120,,e0856ae08a3d24e4353e8468a9b3b3c1d8690b5eace2b6179788ac772d964ead,,,,,,
745,2,2,buffer,char,CWE-119!/CWE-120,,dcd2ef54fa97867a75713ac1c1c7eb4a1cf6d63816a85420c20710cab01f544b,,,,,,
115,2,2,buffer,char,CWE-119!/CWE-120,object_name[256],,e9e02aa7c33a885949ec1103d675bfc615dbf2adadd0aa27427bdb3e78931bfe,,,,,
395,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
805,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
286,15,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
350,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1072,2,2,buffer,char,CWE-119!/CWE-120,88e22cc6074d7d544477cb7aa60aa8d0d107ad92cdddab105daaf6eb0afec508,,,,,,,
335,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
410,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
930,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1268,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
434,3,2,buffer,memcpy,CWE-120,,,,,,,,
438,3,2,buffer,memcpy,CWE-120,,,,,,,,
442,3,2,buffer,memcpy,CWE-120,,,,,,,,
1229,3,2,buffer,memcpy,CWE-120,,,,,,,,
516,9,2,buffer,memcpy,CWE-120,,,,,,,,
80,23,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
287,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
375,3,2,buffer,memcpy,CWE-120,,,,,,,,
398,3,2,buffer,memcpy,CWE-120,,,,,,,,
433,30,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
433,83,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
433,136,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
441,3,2,buffer,memcpy,CWE-120,,,,,,,,
462,7,2,buffer,memcpy,CWE-120,,,,,,,,
474,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
475,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
508,5,2,buffer,memcpy,CWE-120,,,,,,,,
515,7,2,buffer,memcpy,CWE-120,,,,,,,,
540,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
541,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
542,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
544,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
545,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
546,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
594,5,2,buffer,memcpy,CWE-120,,,,,,,,
599,5,2,buffer,memcpy,CWE-120,,,,,,,,
600,5,2,buffer,memcpy,CWE-120,,,,,,,,
608,5,2,buffer,memcpy,CWE-120,,,,,,,,
609,5,2,buffer,memcpy,CWE-120,,,,,,,,
613,5,2,buffer,memcpy,CWE-120,,,,,,,,
618,5,2,buffer,memcpy,CWE-120,,,,,,,,
619,5,2,buffer,memcpy,CWE-120,,,,,,,,
641,5,2,buffer,memcpy,CWE-120,,,,,,,,
651,5,2,buffer,memcpy,CWE-120,,,,,,,,
654,3,2,buffer,memcpy,CWE-120,,,,,,,,
715,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
716,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
717,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
718,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
719,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
728,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
766,5,2,buffer,memcpy,CWE-120,,,,,,,,
777,9,2,buffer,memcpy,CWE-120,,,,,,,,
781,11,2,buffer,memcpy,CWE-120,,,,,,,,
788,9,2,buffer,memcpy,CWE-120,,,,,,,,
800,9,2,buffer,memcpy,CWE-120,,,,,,,,
818,7,2,buffer,memcpy,CWE-120,,,,,,,,
820,9,2,buffer,memcpy,CWE-120,,,,,,,,
827,6,2,buffer,memcpy,CWE-120,,,,,,,,
843,7,2,buffer,memcpy,CWE-120,,,,,,,,
854,5,2,buffer,memcpy,CWE-120,,,,,,,,
856,3,2,buffer,memcpy,CWE-120,,,,,,,,
928,7,2,buffer,memcpy,CWE-120,,,,,,,,
944,5,2,buffer,memcpy,CWE-120,,,,,,,,
971,3,2,buffer,memcpy,CWE-120,,,,,,,,
975,3,2,buffer,memcpy,CWE-120,,,,,,,,
989,3,2,buffer,memcpy,CWE-120,,,,,,,,
1010,5,2,buffer,memcpy,CWE-120,,,,,,,,
1016,5,2,buffer,memcpy,CWE-120,,,,,,,,
1020,5,2,buffer,memcpy,CWE-120,,,,,,,,
1045,5,2,buffer,memcpy,CWE-120,,,,,,,,
2054,5,2,buffer,memcpy,CWE-120,,,,,,,,
2072,9,2,buffer,memcpy,CWE-120,,,,,,,,
2290,7,2,buffer,memcpy,CWE-120,,,,,,,,
2540,11,2,buffer,memcpy,CWE-120,,,,,,,,
2541,11,2,buffer,memcpy,CWE-120,,,,,,,,
28,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
935,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
257,5,2,buffer,memcpy,CWE-120,,,,,,,,
278,9,2,buffer,memcpy,CWE-120,,,,,,,,
289,5,2,buffer,memcpy,CWE-120,,,,,,,,
652,4,2,buffer,char,CWE-119!/CWE-120,,a3b093d19093671a15f3554ba64a7feb603d342d2c25b2e27cdfff067b658cd5,,,,,,
959,3,2,buffer,memcpy,CWE-120,,,,,,,,
1829,13,2,buffer,memcpy,CWE-120,,,,,,,,
446,9,2,buffer,memcpy,CWE-120,,,,,,,,
477,9,2,buffer,memcpy,CWE-120,,,,,,,,
545,5,2,buffer,memcpy,CWE-120,,,,,,,,
549,5,2,buffer,memcpy,CWE-120,,,,,,,,
554,7,2,buffer,memcpy,CWE-120,,,,,,,,
587,5,2,buffer,memcpy,CWE-120,,,,,,,,
1385,3,2,buffer,memcpy,CWE-120,,,,,,,,
84,5,2,buffer,memcpy,CWE-120,,,,,,,,
85,5,2,buffer,memcpy,CWE-120,,,,,,,,
248,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
547,5,2,buffer,memcpy,CWE-120,,,,,,,,
1087,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1570,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
315,5,2,buffer,memcpy,CWE-120,,,,,,,,
665,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
752,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
777,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1076,3,2,buffer,char,CWE-119!/CWE-120,8c5277fe7e13e11bfdd7f1323a64eda6bd43a41cc016ccbb11b11ace59e049d2,,,,,,,
2144,7,2,buffer,memcpy,CWE-120,,,,,,,,
173,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
227,7,2,buffer,memcpy,CWE-120,,,,,,,,
1879,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
190,5,2,buffer,memcpy,CWE-120,,,,,,,,
225,5,2,buffer,memcpy,CWE-120,,,,,,,,
868,27,2,buffer,memcpy,CWE-120,,,,,,,,
2516,9,2,buffer,memcpy,CWE-120,,,,,,,,
145,14,2,buffer,char,CWE-119!/CWE-120,c46f99b4407e0f33eebbe544109d3eed56ddb2900190059cd31cb581f8077a35,,,,,,,
455,4,2,buffer,char,CWE-119!/CWE-120,,c56b2629dcf74a31163e6601442b627a18617531bdf5ae7891a1368fba463e83,,,,,,
1016,9,2,buffer,memcpy,CWE-120,,,,,,,,
1022,9,2,buffer,memcpy,CWE-120,,,,,,,,
1099,17,2,buffer,memcpy,CWE-120,,,,,,,,
2027,5,2,buffer,memcpy,CWE-120,,,,,,,,
2069,9,2,buffer,memcpy,CWE-120,,,,,,,,
946,2,2,buffer,memcpy,CWE-120,,,,,,,,
974,3,2,buffer,memcpy,CWE-120,,,,,,,,
1933,2,2,buffer,memcpy,CWE-120,,,,,,,,
2118,5,2,buffer,memcpy,CWE-120,,,,,,,,
27,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
196,5,2,buffer,memcpy,CWE-120,,,,,,,,
203,5,2,buffer,memcpy,CWE-120,,,,,,,,
535,9,2,buffer,memcpy,CWE-120,,,,,,,,
651,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1880,9,2,buffer,memcpy,CWE-120,,,,,,,,
341,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
76,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
351,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2169,41,2,buffer,memcpy,CWE-120,,,,,,,,
4618,2,2,buffer,char,CWE-119!/CWE-120,,45b1698893e4aa4e003c10e87b41753d92d7debaa923313f3ab9e5c2ccd2fa5d,,,,,,
4619,2,2,buffer,char,CWE-119!/CWE-120,,17855ae5790513d3e85c129be5d047da8fcdb2747c3996dba16701b902b150fd,,,,,,
4620,2,2,buffer,char,CWE-119!/CWE-120,,7df21689bea44bedb593a545aa1b9874d44482737cbc5a649bf4726c2bf30f67,,,,,,
2167,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2983,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5434,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
9359,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
456,17,2,buffer,memcpy,CWE-120,,,,,,,,
534,5,2,buffer,memcpy,CWE-120,,,,,,,,
755,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
767,5,2,buffer,memcpy,CWE-120,,,,,,,,
5881,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5882,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
248,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1039,18,2,buffer,memcpy,CWE-120,,,,,,,,
1158,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3108,9,2,buffer,memcpy,CWE-120,,,,,,,,
3121,9,2,buffer,memcpy,CWE-120,,,,,,,,
3135,9,2,buffer,memcpy,CWE-120,,,,,,,,
269,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2801,25,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
918,5,2,buffer,memcpy,CWE-120,,,,,,,,
930,5,2,buffer,memcpy,CWE-120,,,,,,,,
952,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1093,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1127,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1738,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1785,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2544,9,2,buffer,memcpy,CWE-120,,,,,,,,
1245,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2966,17,2,buffer,memcpy,CWE-120,,,,,,,,
2973,17,2,buffer,memcpy,CWE-120,,,,,,,,
3403,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3404,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
239,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
86,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2818,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5926,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5982,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1125,2,2,buffer,memcpy,CWE-120,,,,,,,,
1301,5,2,buffer,memcpy,CWE-120,,,,,,,,
1303,5,2,buffer,memcpy,CWE-120,,,,,,,,
1305,5,2,buffer,memcpy,CWE-120,,,,,,,,
1567,2,2,buffer,memcpy,CWE-120,,,,,,,,
2381,6,2,buffer,memcpy,CWE-120,,,,,,,,
2430,6,2,buffer,memcpy,CWE-120,,,,,,,,
3512,4,2,buffer,memcpy,CWE-120,,,,,,,,
3593,4,2,buffer,memcpy,CWE-120,,,,,,,,
3597,3,2,buffer,memcpy,CWE-120,,,,,,,,
3648,6,2,buffer,memcpy,CWE-120,,,,,,,,
3916,4,2,buffer,memcpy,CWE-120,,,,,,,,
3921,3,2,buffer,memcpy,CWE-120,,,,,,,,
5225,3,2,buffer,memcpy,CWE-120,,,,,,,,
5321,3,2,buffer,memcpy,CWE-120,,,,,,,,
5328,3,2,buffer,memcpy,CWE-120,,,,,,,,
10993,8,2,buffer,memcpy,CWE-120,,,,,,,,
145,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
151,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
848,3,2,buffer,memcpy,CWE-120,,,,,,,,
756,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3503,2,2,buffer,memcpy,CWE-120,,,,,,,,
3518,2,2,buffer,memcpy,CWE-120,,,,,,,,
52,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
71,9,2,buffer,memcpy,CWE-120,,,,,,,,
446,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
590,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
850,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1030,21,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1123,5,2,buffer,memcpy,CWE-120,,,,,,,,
1197,5,2,buffer,memcpy,CWE-120,,,,,,,,
119,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
554,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
796,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
798,13,2,buffer,memcpy,CWE-120,,,,,,,,
417,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1007,2,2,buffer,memcpy,CWE-120,,,,,,,,
1008,2,2,buffer,memcpy,CWE-120,,,,,,,,
628,9,2,buffer,memcpy,CWE-120,,,,,,,,
778,5,2,buffer,memcpy,CWE-120,,,,,,,,
845,3,2,buffer,memcpy,CWE-120,,,,,,,,
852,3,2,buffer,memcpy,CWE-120,,,,,,,,
970,5,2,buffer,memcpy,CWE-120,,,,,,,,
1045,5,2,buffer,memcpy,CWE-120,,,,,,,,
1090,5,2,buffer,memcpy,CWE-120,,,,,,,,
1092,5,2,buffer,memcpy,CWE-120,,,,,,,,
1094,5,2,buffer,memcpy,CWE-120,,,,,,,,
1096,5,2,buffer,memcpy,CWE-120,,,,,,,,
526,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1440,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1544,9,2,buffer,memcpy,CWE-120,,,,,,,,
1563,9,2,buffer,memcpy,CWE-120,,,,,,,,
1581,9,2,buffer,memcpy,CWE-120,,,,,,,,
1667,9,2,buffer,memcpy,CWE-120,,,,,,,,
1681,5,2,buffer,memcpy,CWE-120,,,,,,,,
1713,5,2,buffer,memcpy,CWE-120,,,,,,,,
1763,9,2,buffer,memcpy,CWE-120,,,,,,,,
1774,13,2,buffer,memcpy,CWE-120,,,,,,,,
139,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
202,2,2,buffer,char,CWE-119!/CWE-120,072087a98a9a41a8054ef7ed83b45c688a956dbf1c2940f075778d14dd7bcd1e,,,,,,,
211,2,2,buffer,char,CWE-119!/CWE-120,072087a98a9a41a8054ef7ed83b45c688a956dbf1c2940f075778d14dd7bcd1e,,,,,,,
220,2,2,buffer,char,CWE-119!/CWE-120, /* holds STN,,,  */,9c4514d050db71540fbddb081223e1fcd945e42ecc8b2099e4969d5dba561583,,,
1049,3,2,buffer,memcpy,CWE-120,,,,,,,,
1050,3,2,buffer,memcpy,CWE-120,,,,,,,,
1291,2,2,buffer,memcpy,CWE-120,,,,,,,,
1293,2,2,buffer,memcpy,CWE-120,,,,,,,,
1310,3,2,buffer,memcpy,CWE-120,,,,,,,,
141,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3561,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
775,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
807,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
702,9,2,buffer,memcpy,CWE-120,,,,,,,,
720,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
736,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
739,17,2,buffer,memcpy,CWE-120,,,,,,,,
740,17,2,buffer,memcpy,CWE-120,,,,,,,,
745,25,2,buffer,memcpy,CWE-120,,,,,,,,
749,25,2,buffer,memcpy,CWE-120,,,,,,,,
758,17,2,buffer,memcpy,CWE-120,,,,,,,,
761,17,2,buffer,memcpy,CWE-120,,,,,,,,
780,9,2,buffer,memcpy,CWE-120,,,,,,,,
812,13,2,buffer,memcpy,CWE-120,,,,,,,,
515,13,2,buffer,memcpy,CWE-120,,,,,,,,
2400,5,2,buffer,memcpy,CWE-120,,,,,,,,
2432,5,2,buffer,memcpy,CWE-120,,,,,,,,
2494,5,2,buffer,memcpy,CWE-120,,,,,,,,
2532,5,2,buffer,memcpy,CWE-120,,,,,,,,
2558,5,2,buffer,memcpy,CWE-120,,,,,,,,
2580,5,2,buffer,memcpy,CWE-120,,,,,,,,
2671,13,2,buffer,memcpy,CWE-120,,,,,,,,
3111,9,2,buffer,memcpy,CWE-120,,,,,,,,
3149,5,2,buffer,memcpy,CWE-120,,,,,,,,
3151,5,2,buffer,memcpy,CWE-120,,,,,,,,
3154,9,2,buffer,memcpy,CWE-120,,,,,,,,
3169,5,2,buffer,memcpy,CWE-120,,,,,,,,
3170,5,2,buffer,memcpy,CWE-120,,,,,,,,
3209,5,2,buffer,memcpy,CWE-120,,,,,,,,
3210,5,2,buffer,memcpy,CWE-120,,,,,,,,
3212,9,2,buffer,memcpy,CWE-120,,,,,,,,
3285,9,2,buffer,memcpy,CWE-120,,,,,,,,
3353,5,2,buffer,memcpy,CWE-120,,,,,,,,
3671,5,2,buffer,memcpy,CWE-120,,,,,,,,
3762,9,2,buffer,memcpy,CWE-120,,,,,,,,
4049,17,2,buffer,memcpy,CWE-120,,,,,,,,
4050,17,2,buffer,memcpy,CWE-120,,,,,,,,
4349,5,2,buffer,memcpy,CWE-120,,,,,,,,
4354,5,2,buffer,memcpy,CWE-120,,,,,,,,
4406,5,2,buffer,memcpy,CWE-120,,,,,,,,
4463,5,2,buffer,memcpy,CWE-120,,,,,,,,
4467,5,2,buffer,memcpy,CWE-120,,,,,,,,
4571,9,2,buffer,memcpy,CWE-120,,,,,,,,
4572,9,2,buffer,memcpy,CWE-120,,,,,,,,
4578,13,2,buffer,memcpy,CWE-120,,,,,,,,
4586,13,2,buffer,memcpy,CWE-120,,,,,,,,
4600,9,2,buffer,memcpy,CWE-120,,,,,,,,
4633,9,2,buffer,memcpy,CWE-120,,,,,,,,
