Line,Column,Level,Category,Name,CWEs,,,,,,,
2573,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2574,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2774,9,2,buffer,memcpy,CWE-120,,,,,,,
3139,16,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3389,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3450,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3462,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3465,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3582,2,2,buffer,memcpy,CWE-120,,,,,,,
3586,2,2,buffer,memcpy,CWE-120,,,,,,,
53,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
83,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
217,2,2,buffer,char,CWE-119!/CWE-120,/* Data */,edab8923d32b0c8607a9df99ba66018444e77025b91dbc4785d636cb6c1ed3c0,,,,,
280,8,2,misc,fopen,CWE-362,,,,,,,
598,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
825,7,2,misc,fopen,CWE-362,,,,,,,
925,6,2,misc,fopen,CWE-362,,,,,,,
351,2,2,buffer,memcpy,CWE-120,,,,,,,
575,4,2,buffer,memcpy,CWE-120,,,,,,,
426,5,2,buffer,char,CWE-119!/CWE-120,,dedba7471101caa4e29f710c02683726c38186772607e9df6e260ad806d1929f,,,,,
427,5,2,buffer,char,CWE-119!/CWE-120,,ec45e8aaec08f6c91909d304c53f5dc175cced3a08487d68e38eceb6d86ee2bf,,,,,
527,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
920,3,2,buffer,memcpy,CWE-120,,,,,,,
1199,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1622,3,2,buffer,memcpy,CWE-120,,,,,,,
1624,3,2,buffer,memcpy,CWE-120,,,,,,,
89,5,2,misc,fopen,CWE-362,,,,,,,
776,1,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2789,9,2,buffer,memcpy,CWE-120,,,,,,,
3408,9,2,buffer,memcpy,CWE-120,,,,,,,
3433,7,2,buffer,memcpy,CWE-120,,,,,,,
3526,9,2,buffer,memcpy,CWE-120,,,,,,,
3675,13,2,buffer,memcpy,CWE-120,,,,,,,
3700,13,2,buffer,memcpy,CWE-120,,,,,,,
3730,9,2,buffer,memcpy,CWE-120,,,,,,,
3917,15,2,buffer,memcpy,CWE-120,,,,,,,
3983,11,2,buffer,memcpy,CWE-120,,,,,,,
4552,13,2,buffer,memcpy,CWE-120,,,,,,,
428,7,2,buffer,memcpy,CWE-120,,,,,,,
1029,7,2,buffer,memcpy,CWE-120,,,,,,,
1058,9,2,buffer,memcpy,CWE-120,,,,,,,
1244,9,2,buffer,memcpy,CWE-120,,,,,,,
4888,7,2,buffer,memcpy,CWE-120,,,,,,,
246,1,2,buffer,memcpy,CWE-120,,,,,,,
335,3,2,buffer,memcpy,CWE-120,,,,,,,
403,1,2,buffer,memcpy,CWE-120,,,,,,,
247,9,2,buffer,memcpy,CWE-120,,,,,,,
260,26,2,buffer,bcopy,CWE-120,,,,,,,
576,1,2,buffer,memcpy,CWE-120,,,,,,,
62,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
78,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
95,3,2,buffer,memcpy,CWE-120,,,,,,,
161,9,2,buffer,memcpy,CWE-120,,,,,,,
181,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
289,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
345,9,2,buffer,memcpy,CWE-120,,,,,,,
485,5,2,buffer,memcpy,CWE-120,,,,,,,
584,9,2,buffer,memcpy,CWE-120,,,,,,,
616,9,2,buffer,memcpy,CWE-120,,,,,,,
844,13,2,buffer,memcpy,CWE-120,,,,,,,
127,5,2,buffer,memcpy,CWE-120,,,,,,,
136,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
177,9,2,buffer,memcpy,CWE-120,,,,,,,
321,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,
464,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
565,21,2,buffer,memcpy,CWE-120,,,,,,,
806,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
934,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1133,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1178,13,2,buffer,memcpy,CWE-120,,,,,,,
1186,22,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1285,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1582,17,2,buffer,memcpy,CWE-120,,,,,,,
1933,13,2,buffer,memcpy,CWE-120,,,,,,,
2245,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2565,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
259,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,
211,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
430,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
683,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,
301,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
329,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
578,13,2,buffer,memcpy,CWE-120,,,,,,,
992,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1020,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1271,13,2,buffer,memcpy,CWE-120,,,,,,,
1509,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1571,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2079,9,2,buffer,memcpy,CWE-120,,,,,,,
2099,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2127,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2308,13,2,buffer,memcpy,CWE-120,,,,,,,
2648,54,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2650,28,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2651,28,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2704,9,2,buffer,memcpy,CWE-120,,,,,,,
2724,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2752,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2917,13,2,buffer,memcpy,CWE-120,,,,,,,
3381,9,2,buffer,memcpy,CWE-120,,,,,,,
3400,9,2,buffer,memcpy,CWE-120,,,,,,,
4274,5,2,buffer,memcpy,CWE-120,,,,,,,
4283,17,2,buffer,memcpy,CWE-120,,,,,,,
169,9,2,buffer,memcpy,CWE-120,,,,,,,
203,9,2,buffer,memcpy,CWE-120,,,,,,,
228,9,2,buffer,memcpy,CWE-120,,,,,,,
240,9,2,buffer,memcpy,CWE-120,,,,,,,
361,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
421,30,2,buffer,char,CWE-119!/CWE-120,,,,,,,
639,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
649,13,2,buffer,memcpy,CWE-120,,,,,,,
679,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
680,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
698,9,2,buffer,memcpy,CWE-120,,,,,,,
715,9,2,buffer,memcpy,CWE-120,,,,,,,
958,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
966,12,2,misc,fopen,CWE-362,,,,,,,
1197,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1207,12,2,misc,fopen,CWE-362,,,,,,,
94,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
177,10,2,misc,fopen,CWE-362,,,,,,,
289,10,2,misc,fopen,CWE-362,,,,,,,
417,5,2,buffer,memcpy,CWE-120,,,,,,,
430,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
441,5,2,buffer,memcpy,CWE-120,,,,,,,
477,5,2,buffer,memcpy,CWE-120,,,,,,,
499,5,2,buffer,memcpy,CWE-120,,,,,,,
520,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
81,3,2,buffer,memcpy,CWE-120,,,,,,,
92,3,2,buffer,memcpy,CWE-120,,,,,,,
103,3,2,buffer,memcpy,CWE-120,,,,,,,
114,3,2,buffer,memcpy,CWE-120,,,,,,,
127,3,2,buffer,memcpy,CWE-120,,,,,,,
151,3,2,buffer,memcpy,CWE-120,,,,,,,
254,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
282,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
312,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
330,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
393,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
399,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
401,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
408,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
415,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
425,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
435,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
441,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
507,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
508,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
530,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
562,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
623,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
626,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
629,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
672,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
684,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
694,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
786,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
806,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
815,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
837,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
112,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
157,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
202,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
242,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
246,5,2,buffer,memcpy,CWE-120,,,,,,,
275,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
315,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
318,5,2,buffer,memcpy,CWE-120,,,,,,,
348,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
161,13,2,buffer,memcpy,CWE-120,,,,,,,
432,5,2,buffer,memcpy,CWE-120,,,,,,,
464,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
545,5,2,buffer,memcpy,CWE-120,,,,,,,
583,9,2,buffer,memcpy,CWE-120,,,,,,,
622,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
652,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
665,5,2,buffer,memcpy,CWE-120,,,,,,,
78,13,2,buffer,memcpy,CWE-120,,,,,,,
243,9,2,buffer,memcpy,CWE-120,,,,,,,
338,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
339,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
432,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
801,9,2,buffer,memcpy,CWE-120,,,,,,,
162,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
232,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
343,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
420,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
431,9,2,buffer,memcpy,CWE-120,,,,,,,
445,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
500,5,2,buffer,memcpy,CWE-120,,,,,,,
513,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
700,5,2,buffer,memcpy,CWE-120,,,,,,,
812,5,2,buffer,memcpy,CWE-120,,,,,,,
856,5,2,buffer,memcpy,CWE-120,,,,,,,
1070,10,2,misc,fopen,CWE-362,,,,,,,
1201,5,2,buffer,memcpy,CWE-120,,,,,,,
1247,5,2,buffer,memcpy,CWE-120,,,,,,,
1372,10,2,misc,fopen,CWE-362,,,,,,,
1520,9,2,buffer,memcpy,CWE-120,,,,,,,
1528,9,2,buffer,memcpy,CWE-120,,,,,,,
1640,13,2,buffer,memcpy,CWE-120,,,,,,,
1641,13,2,buffer,memcpy,CWE-120,,,,,,,
1687,9,2,buffer,memcpy,CWE-120,,,,,,,
1746,10,2,misc,fopen,CWE-362,,,,,,,
1968,5,2,buffer,memcpy,CWE-120,,,,,,,
2263,9,2,buffer,memcpy,CWE-120,,,,,,,
2265,9,2,buffer,memcpy,CWE-120,,,,,,,
2267,9,2,buffer,memcpy,CWE-120,,,,,,,
2451,10,2,misc,fopen,CWE-362,,,,,,,
2530,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2572,9,2,buffer,memcpy,CWE-120,,,,,,,
2710,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2825,10,2,misc,fopen,CWE-362,,,,,,,
168,21,2,buffer,memcpy,CWE-120,,,,,,,
321,13,2,buffer,memcpy,CWE-120,,,,,,,
841,29,2,buffer,memcpy,CWE-120,,,,,,,
857,30,2,buffer,char,CWE-119!/CWE-120,,,,,,,
861,21,2,buffer,memcpy,CWE-120,,,,,,,
1179,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
87,9,2,buffer,memcpy,CWE-120,,,,,,,
113,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
114,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
149,17,2,buffer,memcpy,CWE-120,,,,,,,
182,13,2,buffer,memcpy,CWE-120,,,,,,,
210,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,
297,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
325,13,2,buffer,memcpy,CWE-120,,,,,,,
566,9,2,buffer,memcpy,CWE-120,,,,,,,
567,9,2,buffer,memcpy,CWE-120,,,,,,,
629,9,2,buffer,memcpy,CWE-120,,,,,,,
665,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
696,13,2,buffer,memcpy,CWE-120,,,,,,,
735,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
772,13,2,buffer,memcpy,CWE-120,,,,,,,
138,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
384,9,2,buffer,memcpy,CWE-120,,,,,,,
619,41,2,buffer,char,CWE-119!/CWE-120,,,,,,,
646,9,2,buffer,memcpy,CWE-120,,,,,,,
652,17,2,buffer,memcpy,CWE-120,,,,,,,
658,13,2,buffer,memcpy,CWE-120,,,,,,,
662,13,2,buffer,memcpy,CWE-120,,,,,,,
670,13,2,buffer,memcpy,CWE-120,,,,,,,
674,13,2,buffer,memcpy,CWE-120,,,,,,,
682,17,2,buffer,memcpy,CWE-120,,,,,,,
686,17,2,buffer,memcpy,CWE-120,,,,,,,
765,9,2,buffer,memcpy,CWE-120,,,,,,,
769,9,2,buffer,memcpy,CWE-120,,,,,,,
773,9,2,buffer,memcpy,CWE-120,,,,,,,
842,9,2,buffer,memcpy,CWE-120,,,,,,,
181,5,2,buffer,memcpy,CWE-120,,,,,,,
205,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
217,13,2,buffer,memcpy,CWE-120,,,,,,,
221,13,2,buffer,memcpy,CWE-120,,,,,,,
441,5,2,buffer,memcpy,CWE-120,,,,,,,
757,9,2,buffer,memcpy,CWE-120,,,,,,,
1297,17,2,buffer,memcpy,CWE-120,,,,,,,
1190,31,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1295,9,2,buffer,memcpy,CWE-120,,,,,,,
1393,13,2,buffer,memcpy,CWE-120,,,,,,,
1566,35,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1681,17,2,buffer,memcpy,CWE-120,,,,,,,
1759,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1796,17,2,buffer,memcpy,CWE-120,,,,,,,
1825,17,2,buffer,memcpy,CWE-120,,,,,,,
2358,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2960,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3096,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3452,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3589,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3705,9,2,buffer,memcpy,CWE-120,,,,,,,
62,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
92,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
156,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
66,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
151,9,2,buffer,memcpy,CWE-120,,,,,,,
167,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
281,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
426,17,2,buffer,memcpy,CWE-120,,,,,,,
431,17,2,buffer,memcpy,CWE-120,,,,,,,
487,21,2,buffer,memcpy,CWE-120,,,,,,,
570,17,2,buffer,memcpy,CWE-120,,,,,,,
808,9,2,buffer,memcpy,CWE-120,,,,,,,
810,13,2,buffer,memcpy,CWE-120,,,,,,,
66,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
216,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
506,5,2,buffer,memcpy,CWE-120,,,,,,,
581,10,2,misc,fopen,CWE-362,,,,,,,
843,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1016,31,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1090,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1135,13,2,buffer,memcpy,CWE-120,,,,,,,
1294,9,2,buffer,memcpy,CWE-120,,,,,,,
1638,27,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1793,21,2,buffer,memcpy,CWE-120,,,,,,,
1833,21,2,buffer,memcpy,CWE-120,,,,,,,
1943,25,2,buffer,memcpy,CWE-120,,,,,,,
507,5,2,buffer,memcpy,CWE-120,,,,,,,
534,5,2,buffer,memcpy,CWE-120,,,,,,,
558,10,2,misc,fopen,CWE-362,,,,,,,
890,5,2,buffer,memcpy,CWE-120,,,,,,,
894,9,2,buffer,memcpy,CWE-120,,,,,,,
896,9,2,buffer,memcpy,CWE-120,,,,,,,
902,13,2,buffer,memcpy,CWE-120,,,,,,,
904,13,2,buffer,memcpy,CWE-120,,,,,,,
908,13,2,buffer,memcpy,CWE-120,,,,,,,
910,13,2,buffer,memcpy,CWE-120,,,,,,,
914,13,2,buffer,memcpy,CWE-120,,,,,,,
916,13,2,buffer,memcpy,CWE-120,,,,,,,
920,13,2,buffer,memcpy,CWE-120,,,,,,,
922,13,2,buffer,memcpy,CWE-120,,,,,,,
926,13,2,buffer,memcpy,CWE-120,,,,,,,
928,13,2,buffer,memcpy,CWE-120,,,,,,,
932,13,2,buffer,memcpy,CWE-120,,,,,,,
934,13,2,buffer,memcpy,CWE-120,,,,,,,
1120,5,2,buffer,memcpy,CWE-120,,,,,,,
1213,9,2,buffer,memcpy,CWE-120,,,,,,,
1215,9,2,buffer,memcpy,CWE-120,,,,,,,
1218,9,2,buffer,memcpy,CWE-120,,,,,,,
1220,9,2,buffer,memcpy,CWE-120,,,,,,,
1224,9,2,buffer,memcpy,CWE-120,,,,,,,
1226,9,2,buffer,memcpy,CWE-120,,,,,,,
1230,9,2,buffer,memcpy,CWE-120,,,,,,,
1232,9,2,buffer,memcpy,CWE-120,,,,,,,
1238,13,2,buffer,memcpy,CWE-120,,,,,,,
1240,13,2,buffer,memcpy,CWE-120,,,,,,,
1410,5,2,buffer,memcpy,CWE-120,,,,,,,
1422,21,2,buffer,memcpy,CWE-120,,,,,,,
1469,5,2,buffer,memcpy,CWE-120,,,,,,,
1505,13,2,buffer,memcpy,CWE-120,,,,,,,
1534,13,2,buffer,memcpy,CWE-120,,,,,,,
1732,5,2,buffer,memcpy,CWE-120,,,,,,,
1757,9,2,buffer,memcpy,CWE-120,,,,,,,
1829,21,2,buffer,memcpy,CWE-120,,,,,,,
1977,5,2,buffer,memcpy,CWE-120,,,,,,,
1980,5,2,buffer,memcpy,CWE-120,,,,,,,
1996,21,2,buffer,memcpy,CWE-120,,,,,,,
2086,5,2,buffer,memcpy,CWE-120,,,,,,,
2112,9,2,buffer,memcpy,CWE-120,,,,,,,
22,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
52,1,2,buffer,char,CWE-119!/CWE-120,,,,,,,
110,1,2,buffer,char,CWE-119!/CWE-120,,,,,,,
174,1,2,buffer,char,CWE-119!/CWE-120,,,,,,,
203,1,2,buffer,char,CWE-119!/CWE-120,,,,,,,
210,7,2,misc,fopen,CWE-362,,,,,,,
419,11,2,misc,fopen,CWE-362,,,,,,,
421,11,2,misc,fopen,CWE-362,,,,,,,
479,38,2,integer,atoi,CWE-190,,,,,,,
58,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
312,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,
434,21,2,buffer,char,CWE-119!/CWE-120,,,,,,,
18,23,2,misc,open,CWE-362,,,,,,,
24,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
66,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
270,27,2,misc,open,CWE-362,,,,,,,
272,16,2,misc,open,CWE-362,,,,,,,
300,24,2,misc,open,CWE-362,,,,,,,
320,24,2,misc,open,CWE-362,,,,,,,
15,14,2,misc,open,CWE-362,,,,,,,
55,8,2,misc,open,CWE-362,,,,,,,
55,40,2,misc,open,CWE-362,,,,,,,
56,48,2,misc,open,CWE-362,,,,,,,
65,14,2,misc,open,CWE-362,,,,,,,
70,14,2,misc,open,CWE-362,,,,,,,
162,13,2,misc,open,CWE-362,,,,,,,
166,13,2,misc,open,CWE-362,,,,,,,
177,14,2,misc,open,CWE-362,,,,,,,
178,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
186,14,2,misc,open,CWE-362,,,,,,,
188,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,
7,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
19,9,2,misc,open,CWE-362,,,,,,,
15,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
17,8,2,misc,open,CWE-362,,,,,,,
26,7,2,misc,open,CWE-362,,,,,,,
33,8,2,misc,open,CWE-362,,,,,,,
42,7,2,misc,open,CWE-362,,,,,,,
51,12,2,misc,open,CWE-362,,,,,,,
62,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
90,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
384,9,2,misc,open,CWE-362,,,,,,,
398,13,2,misc,open,CWE-362,,,,,,,
401,11,2,misc,open,CWE-362,,,,,,,
439,9,2,misc,open,CWE-362,,,,,,,
453,13,2,misc,open,CWE-362,,,,,,,
456,11,2,misc,open,CWE-362,,,,,,,
66,3,2,misc,open,CWE-362,,,,,,,
285,3,2,misc,open,CWE-362,,,,,,,
374,3,2,misc,open,CWE-362,,,,,,,
100,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
19,36,2,misc,fopen,CWE-362,,,,,,,
109,16,2,misc,fopen,CWE-362,,,,,,,
49,17,2,misc,fopen,CWE-362,,,,,,,
54,17,2,misc,fopen,CWE-362,,,,,,,
59,18,2,misc,fopen,CWE-362,,,,,,,
112,9,2,buffer,MultiByteToWideChar,CWE-120,,,,,,,
137,9,2,buffer,MultiByteToWideChar,CWE-120,,,,,,,
185,9,2,buffer,MultiByteToWideChar,CWE-120,,,,,,,
32,36,2,misc,fopen,CWE-362,,,,,,,
209,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
248,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
318,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
386,21,2,buffer,char,CWE-119!/CWE-120,,,,,,,
541,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
621,13,2,buffer,strcat,CWE-120,,,,,,,
33,36,2,misc,fopen,CWE-362,,,,,,,
110,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
255,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
334,13,2,buffer,strcat,CWE-120,,,,,,,
349,21,2,buffer,char,CWE-119!/CWE-120,,,,,,,
38,17,2,misc,fopen,CWE-362,,,,,,,
39,17,2,misc,fopen,CWE-362,,,,,,,
40,19,2,misc,fopen,CWE-362,,,,,,,
44,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
45,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
46,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
149,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
224,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
257,17,2,misc,fopen,CWE-362,,,,,,,
260,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1266,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1482,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
120,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
289,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1246,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1980,7,2,buffer,memcpy,CWE-120,,,,,,,
1994,7,2,buffer,memcpy,CWE-120,,,,,,,
70,33,2,misc,fopen,CWE-362,,,,,,,
105,34,2,integer,atoi,CWE-190,,,,,,,
124,12,2,misc,fopen,CWE-362,,,,,,,
175,27,2,integer,atol,CWE-190,,,,,,,
178,29,2,integer,atol,CWE-190,,,,,,,
181,23,2,integer,atol,CWE-190,,,,,,,
70,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
71,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
72,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
73,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
74,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
75,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
76,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
78,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
79,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
80,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
81,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
82,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
83,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
84,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
85,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
91,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
134,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
194,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
197,3,2,buffer,sprintf,CWE-120,,,,,,,
394,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
482,33,2,misc,fopen,CWE-362,,,,,,,
490,37,2,misc,fopen,CWE-362,,,,,,,
143,15,2,misc,fopen,CWE-362,,,,,,,
47,11,2,misc,open,CWE-362,,,,,,,
36,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
65,9,2,buffer,sprintf,CWE-120,,,,,,,
245,9,2,misc,open,CWE-362,,,,,,,
298,5,2,buffer,sprintf,CWE-120,,,,,,,
615,5,2,buffer,strcat,CWE-120,,,,,,,
161,9,2,buffer,memcpy,CWE-120,,,,,,,
325,13,2,buffer,memcpy,CWE-120,,,,,,,
451,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
591,9,2,buffer,memcpy,CWE-120,,,,,,,
213,13,2,buffer,memcpy,CWE-120,,,,,,,
309,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,
444,9,2,buffer,memcpy,CWE-120,,,,,,,
543,9,2,buffer,memcpy,CWE-120,,,,,,,
