Level,Category,Name,Warning
2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)"
2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)"
2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)"
2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)"
2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,TCHAR,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
